county,todays_date,hospitalized_covid_confirmed_patients,hospitalized_suspected_covid_patients,hospitalized_covid_patients,all_hospital_beds,icu_covid_confirmed_patients,icu_suspected_covid_patients,icu_available_beds
Siskiyou,3/6/2021,2,0,2,56,1,0,2
Butte,3/6/2021,18,1,19,451,3,0,14
Lassen,3/6/2021,0,0,0,25,0,0,0
Ventura,3/6/2021,106,11,117,1173,31,0,51
Contra Costa,3/6/2021,61,13,74,1284,22,2,40
Glenn,3/6/2021,0,0,0,47,0,0,0
Calaveras,3/6/2021,1,0,1,33,0,0,8
Lake,3/6/2021,0,0,0,63,0,0,2
Tehama,3/6/2021,3,0,3,59,1,0,3
San Benito,3/6/2021,1,0,1,25,0,0,0
Fresno,3/6/2021,142,29,171,1478,35,3,28
San Joaquin,3/6/2021,86,5,91,873,32,3,11
San Joaquin,3/7/2021,90,5,95,880,30,3,9
Tulare,3/7/2021,46,8,54,648,3,2,31
Plumas,3/7/2021,0,0,0,35,0,0,0
Stanislaus,3/7/2021,116,14,130,1306,24,3,24
Placer,3/7/2021,44,8,52,774,12,0,27
Tehama,3/7/2021,3,0,3,59,1,0,0
Los Angeles,3/7/2021,1119,128,1247,19119,334,12,573
Napa,3/7/2021,5,0,5,207,1,0,4
Madera,3/7/2021,8,6,14,278,2,0,6
Sonoma,3/7/2021,20,1,21,637,8,1,16
Santa Cruz,3/7/2021,10,0,10,372,3,0,7
Trinity,3/7/2021,0,0,0,25,0,0,0
Mariposa,3/7/2021,0,0,0,14,0,0,0
Tuolumne,3/7/2021,1,0,1,84,0,0,1
Butte,3/7/2021,18,1,19,451,2,0,12
Humboldt,3/7/2021,4,4,8,268,0,1,7
Yuba,3/7/2021,16,0,16,261,3,0,4
San Diego,3/7/2021,345,21,366,6450,114,3,255
Del Norte,3/7/2021,1,0,1,52,1,0,2
San Mateo,3/7/2021,39,2,41,694,13,1,20
San Francisco,3/7/2021,47,9,56,2103,15,0,90
Riverside,3/7/2021,251,63,314,3239,64,10,78
Santa Barbara,3/7/2021,51,3,54,603,15,0,36
San Bernardino,3/7/2021,249,35,284,3465,50,7,118
Kings,3/7/2021,28,0,28,129,3,0,5
Santa Clara,3/7/2021,154,21,175,2970,49,3,68
Ventura,3/7/2021,99,8,107,1145,25,1,50
Colusa,3/7/2021,1,0,1,48,0,0,5
Imperial,3/7/2021,15,0,15,234,7,0,5
Nevada,3/7/2021,3,0,3,99,1,0,2
Glenn,3/7/2021,0,0,0,47,0,0,0
Yolo,3/7/2021,6,0,6,123,3,0,3
Mono,3/7/2021,0,0,0,17,0,0,2
El Dorado,3/7/2021,3,0,3,190,2,0,6
Sacramento,3/7/2021,118,27,145,2545,39,11,102
Amador,3/7/2021,2,0,2,52,2,0,3
Orange,3/7/2021,288,19,307,5782,84,3,260
Calaveras,3/7/2021,1,0,1,33,0,0,8
Kern,3/7/2021,112,6,118,1127,33,0,34
Solano,3/7/2021,35,4,39,549,8,0,15
Sutter,3/7/2021,0,0,0,14,0,0,0
Marin,3/7/2021,17,3,20,320,2,0,8
Alameda,3/7/2021,114,27,141,2434,33,2,112
Inyo,3/7/2021,2,0,2,29,0,0,1
San Luis Obispo,3/7/2021,15,1,16,460,4,0,25
Siskiyou,3/7/2021,1,2,3,56,1,0,2
Monterey,3/7/2021,38,0,38,720,8,0,22
Lassen,3/7/2021,0,0,0,25,0,0,0
Lake,3/7/2021,0,0,0,63,0,0,1
San Benito,3/7/2021,1,0,1,25,1,0,1
Merced,3/7/2021,16,0,16,271,3,0,14
Contra Costa,3/7/2021,65,10,75,1272,17,3,43
Mendocino,3/7/2021,2,0,2,106,0,0,4
Modoc,3/7/2021,0,0,0,12,0,0,0
Fresno,3/7/2021,136,26,162,1479,41,5,19
Shasta,3/7/2021,11,0,11,567,4,0,20
Humboldt,3/8/2021,4,5,9,268,1,1,7
Solano,3/8/2021,33,4,37,495,7,0,18
Del Norte,3/8/2021,1,0,1,52,0,0,4
San Diego,3/8/2021,341,23,364,6456,110,4,261
Modoc,3/8/2021,0,0,0,12,0,0,0
Monterey,3/8/2021,38,0,38,720,8,0,20
Tehama,3/8/2021,4,0,4,59,1,0,4
Merced,3/8/2021,17,0,17,271,3,0,13
Madera,3/8/2021,7,6,13,278,2,1,12
Sutter,3/8/2021,0,0,0,14,0,0,0
Stanislaus,3/8/2021,121,16,137,1306,25,2,21
Yuba,3/8/2021,18,0,18,261,3,0,0
Kings,3/8/2021,30,1,31,123,4,0,1
Glenn,3/8/2021,0,0,0,47,0,0,0
Shasta,3/8/2021,9,0,9,567,4,0,20
Trinity,3/8/2021,0,0,0,25,0,0,0
San Luis Obispo,3/8/2021,16,1,17,460,4,0,23
Tulare,3/8/2021,42,13,55,668,4,3,27
El Dorado,3/8/2021,3,0,3,190,3,0,3
Butte,3/8/2021,20,0,20,451,1,0,13
Santa Cruz,3/8/2021,9,0,9,372,2,0,5
Mariposa,3/8/2021,0,0,0,14,0,0,0
Inyo,3/8/2021,2,0,2,29,0,0,2
San Benito,3/8/2021,0,0,0,25,0,0,2
Tuolumne,3/8/2021,2,0,2,84,1,0,1
Napa,3/8/2021,5,0,5,207,1,0,9
Lake,3/8/2021,1,0,1,63,1,0,2
San Joaquin,3/8/2021,91,4,95,886,30,1,12
Plumas,3/8/2021,0,0,0,35,0,0,0
Imperial,3/8/2021,13,0,13,234,8,0,3
Nevada,3/8/2021,4,0,4,124,1,0,2
Mendocino,3/8/2021,2,0,2,111,0,0,4
Kern,3/8/2021,115,5,120,1125,32,0,42
Riverside,3/8/2021,264,50,314,3245,59,6,66
Sacramento,3/8/2021,116,18,134,2535,35,5,93
Orange,3/8/2021,283,19,302,5738,77,2,265
Santa Clara,3/8/2021,151,23,174,2972,43,4,72
Contra Costa,3/8/2021,68,13,81,1257,18,5,39
Ventura,3/8/2021,89,9,98,1135,24,1,50
Yolo,3/8/2021,7,1,8,125,2,0,1
San Mateo,3/8/2021,40,4,44,700,11,1,24
San Francisco,3/8/2021,49,8,57,2093,18,0,88
Santa Barbara,3/8/2021,47,3,50,603,15,0,40
Marin,3/8/2021,17,5,22,325,3,0,7
Colusa,3/8/2021,1,3,4,48,0,0,5
Siskiyou,3/8/2021,4,0,4,56,2,0,6
San Bernardino,3/8/2021,253,38,291,3502,49,11,125
Los Angeles,3/8/2021,1079,139,1218,19105,320,29,581
Lassen,3/8/2021,0,0,0,25,0,0,0
Calaveras,3/8/2021,1,0,1,33,0,0,6
Alameda,3/8/2021,118,22,140,2435,34,1,110
Amador,3/8/2021,2,0,2,52,2,0,4
Placer,3/8/2021,46,8,54,779,11,0,21
Fresno,3/8/2021,142,17,159,1491,38,2,23
Sonoma,3/8/2021,19,3,22,621,11,0,15
Mono,3/8/2021,0,0,0,17,0,0,2
Marin,3/9/2021,18,2,20,320,4,0,5
Madera,3/9/2021,6,3,9,278,2,0,12
Santa Barbara,3/9/2021,46,2,48,603,13,0,43
Riverside,3/9/2021,254,35,289,3339,54,2,75
Solano,3/9/2021,29,4,33,518,7,0,19
Contra Costa,3/9/2021,62,16,78,1284,19,3,38
Ventura,3/9/2021,90,17,107,1151,20,2,52
San Francisco,3/9/2021,46,14,60,2118,17,2,92
Calaveras,3/9/2021,1,0,1,33,0,0,6
Napa,3/9/2021,5,0,5,200,1,0,6
Nevada,3/9/2021,6,0,6,121,3,0,0
Tuolumne,3/9/2021,1,0,1,84,0,0,2
Monterey,3/9/2021,41,0,41,720,8,0,21
Lake,3/9/2021,0,0,0,64,0,0,1
Humboldt,3/9/2021,4,3,7,273,1,1,8
Mariposa,3/9/2021,0,0,0,14,0,0,0
Trinity,3/9/2021,0,0,0,25,0,0,0
Fresno,3/9/2021,142,29,171,1513,36,3,18
Imperial,3/9/2021,14,1,15,234,8,0,3
Alameda,3/9/2021,110,18,128,2466,32,1,101
Yuba,3/9/2021,13,0,13,261,4,0,2
Sutter,3/9/2021,0,0,0,14,0,0,0
Mono,3/9/2021,0,0,0,17,0,0,1
Placer,3/9/2021,39,6,45,786,11,1,25
San Bernardino,3/9/2021,237,29,266,3520,48,9,131
Santa Cruz,3/9/2021,9,1,10,372,2,0,4
San Diego,3/9/2021,334,31,365,6467,100,6,271
Siskiyou,3/9/2021,3,0,3,56,2,0,6
Amador,3/9/2021,2,0,2,52,2,0,3
Glenn,3/9/2021,0,0,0,47,0,0,0
Kings,3/9/2021,29,0,29,126,4,0,2
Merced,3/9/2021,22,0,22,271,7,0,3
Stanislaus,3/9/2021,123,19,142,1307,24,3,21
Butte,3/9/2021,21,0,21,451,1,0,18
Modoc,3/9/2021,0,0,0,12,0,0,0
Shasta,3/9/2021,8,0,8,567,3,0,24
Kern,3/9/2021,104,8,112,1112,33,0,33
Santa Clara,3/9/2021,136,27,163,2983,41,2,65
Plumas,3/9/2021,0,0,0,35,0,0,0
San Joaquin,3/9/2021,91,9,100,888,32,2,14
San Luis Obispo,3/9/2021,14,0,14,460,3,0,21
Tulare,3/9/2021,43,11,54,668,4,3,21
Lassen,3/9/2021,0,0,0,25,0,0,0
Colusa,3/9/2021,0,3,3,48,0,0,5
Los Angeles,3/9/2021,1056,151,1207,19297,309,22,557
Orange,3/9/2021,277,31,308,5781,73,4,243
El Dorado,3/9/2021,2,0,2,190,0,0,1
San Mateo,3/9/2021,36,7,43,710,13,2,23
Sacramento,3/9/2021,117,17,134,2553,36,4,86
Sonoma,3/9/2021,19,0,19,611,11,0,13
Inyo,3/9/2021,2,0,2,29,0,0,2
Tehama,3/9/2021,3,0,3,59,1,0,3
San Benito,3/9/2021,2,0,2,25,0,0,2
Yolo,3/9/2021,6,0,6,128,2,0,1
Mendocino,3/9/2021,1,0,1,111,1,0,2
Del Norte,3/9/2021,1,0,1,52,0,0,3
Kings,3/10/2021,24,0,24,130,4,0,5
Alameda,3/10/2021,111,18,129,2492,31,2,90
Sonoma,3/10/2021,20,0,20,662,10,0,13
Los Angeles,3/10/2021,1015,163,1178,19266,287,23,574
Sacramento,3/10/2021,122,23,145,2576,37,5,84
Mendocino,3/10/2021,1,0,1,111,1,0,5
San Joaquin,3/10/2021,85,10,95,902,28,2,14
San Benito,3/10/2021,2,0,2,25,0,0,1
Yuba,3/10/2021,12,1,13,261,4,0,1
Del Norte,3/10/2021,1,0,1,52,0,0,4
Solano,3/10/2021,26,8,34,530,8,2,17
Santa Cruz,3/10/2021,6,1,7,372,2,0,5
Lake,3/10/2021,2,0,2,63,1,0,1
Madera,3/10/2021,7,6,13,278,2,0,10
San Luis Obispo,3/10/2021,11,0,11,460,2,0,17
Amador,3/10/2021,2,0,2,52,1,0,3
Merced,3/10/2021,21,0,21,271,7,0,8
Santa Clara,3/10/2021,143,26,169,3000,43,4,80
Kern,3/10/2021,98,10,108,1117,33,0,32
Riverside,3/10/2021,234,30,264,3294,56,2,96
Glenn,3/10/2021,0,0,0,47,0,0,0
Plumas,3/10/2021,0,0,0,35,0,0,0
Yolo,3/10/2021,5,0,5,127,2,0,1
Napa,3/10/2021,3,0,3,218,1,0,6
Lassen,3/10/2021,0,0,0,25,0,0,0
San Francisco,3/10/2021,44,9,53,2139,18,0,79
Mono,3/10/2021,0,0,0,17,0,0,1
El Dorado,3/10/2021,2,1,3,190,0,1,4
Humboldt,3/10/2021,3,5,8,273,2,3,3
Colusa,3/10/2021,0,3,3,48,0,0,5
Orange,3/10/2021,252,24,276,5838,67,4,243
Fresno,3/10/2021,152,23,175,1524,34,3,15
Siskiyou,3/10/2021,3,0,3,56,2,0,5
San Diego,3/10/2021,319,30,349,6481,94,9,271
Inyo,3/10/2021,3,0,3,29,0,0,2
Butte,3/10/2021,23,0,23,451,1,0,16
Tuolumne,3/10/2021,1,0,1,84,0,0,1
Monterey,3/10/2021,36,0,36,720,8,0,22
Sutter,3/10/2021,0,0,0,14,0,0,0
Tulare,3/10/2021,42,4,46,672,7,0,26
Stanislaus,3/10/2021,126,15,141,1306,23,2,26
Imperial,3/10/2021,12,0,12,234,7,0,6
Calaveras,3/10/2021,0,0,0,33,0,0,6
Trinity,3/10/2021,0,0,0,25,0,0,0
Marin,3/10/2021,14,2,16,318,6,0,8
Nevada,3/10/2021,6,0,6,128,3,0,0
Modoc,3/10/2021,0,0,0,12,0,0,0
Santa Barbara,3/10/2021,48,1,49,603,13,0,38
Shasta,3/10/2021,9,0,9,567,4,0,19
Placer,3/10/2021,32,8,40,784,9,1,31
San Bernardino,3/10/2021,219,28,247,3563,48,2,131
Mariposa,3/10/2021,0,0,0,14,0,0,0
San Mateo,3/10/2021,34,8,42,714,15,2,23
Tehama,3/10/2021,5,0,5,59,1,0,4
Contra Costa,3/10/2021,54,12,66,1277,17,1,34
Ventura,3/10/2021,87,12,99,1138,22,2,48
Ventura,3/11/2021,88,6,94,1150,22,0,49
Orange,3/11/2021,245,21,266,5842,74,5,237
Tehama,3/11/2021,6,0,6,59,1,0,4
Solano,3/11/2021,21,7,28,527,6,1,22
Santa Cruz,3/11/2021,6,1,7,372,2,0,5
San Joaquin,3/11/2021,75,8,83,895,25,2,10
Nevada,3/11/2021,6,0,6,121,2,0,2
Sacramento,3/11/2021,118,19,137,2603,30,6,76
Santa Clara,3/11/2021,131,16,147,3005,45,6,68
Kern,3/11/2021,98,8,106,1124,34,0,33
Tulare,3/11/2021,36,7,43,667,7,0,30
Mariposa,3/11/2021,0,0,0,14,0,0,0
Inyo,3/11/2021,3,0,3,29,1,0,1
Mono,3/11/2021,0,0,0,17,0,0,1
El Dorado,3/11/2021,2,0,2,190,0,0,6
Tuolumne,3/11/2021,2,0,2,84,0,0,2
Napa,3/11/2021,5,0,5,210,2,0,5
Glenn,3/11/2021,0,0,0,47,0,0,0
Lake,3/11/2021,1,0,1,63,1,0,0
Amador,3/11/2021,2,0,2,52,1,0,3
Yuba,3/11/2021,12,0,12,261,3,0,2
Sonoma,3/11/2021,21,1,22,677,10,0,14
Santa Barbara,3/11/2021,43,0,43,603,15,0,32
San Luis Obispo,3/11/2021,9,1,10,460,1,0,20
Imperial,3/11/2021,15,0,15,234,7,0,3
Contra Costa,3/11/2021,50,11,61,1290,18,4,37
Sutter,3/11/2021,0,0,0,14,0,0,0
Placer,3/11/2021,30,12,42,778,9,3,26
San Mateo,3/11/2021,38,8,46,720,15,3,21
Butte,3/11/2021,21,0,21,451,4,0,11
Lassen,3/11/2021,0,0,0,25,0,0,0
Marin,3/11/2021,15,3,18,318,7,0,8
Fresno,3/11/2021,147,25,172,1522,37,1,16
Kings,3/11/2021,20,0,20,121,3,0,8
Trinity,3/11/2021,0,0,0,25,0,0,0
San Bernardino,3/11/2021,217,34,251,3573,54,2,146
Modoc,3/11/2021,0,0,0,12,0,0,0
San Diego,3/11/2021,293,23,316,6469,90,4,249
Shasta,3/11/2021,9,0,9,567,3,0,18
Alameda,3/11/2021,107,30,137,2494,31,1,86
Del Norte,3/11/2021,0,0,0,52,0,0,4
Los Angeles,3/11/2021,979,167,1146,19316,285,20,578
Riverside,3/11/2021,217,25,242,3278,52,4,85
Monterey,3/11/2021,35,0,35,720,8,0,22
Calaveras,3/11/2021,0,0,0,33,0,0,6
Madera,3/11/2021,8,10,18,278,2,0,12
Plumas,3/11/2021,0,0,0,35,0,0,0
San Francisco,3/11/2021,41,10,51,2129,19,0,87
Stanislaus,3/11/2021,128,16,144,1303,26,2,19
Siskiyou,3/11/2021,3,0,3,56,2,0,6
Merced,3/11/2021,23,0,23,271,7,0,6
Mendocino,3/11/2021,2,0,2,110,1,0,4
San Benito,3/11/2021,1,0,1,25,0,0,0
Colusa,3/11/2021,1,1,2,48,0,0,5
Humboldt,3/11/2021,4,3,7,273,2,0,2
Yolo,3/11/2021,1,4,5,134,2,0,2
Santa Barbara,3/12/2021,39,0,39,603,15,0,30
Napa,3/12/2021,3,0,3,207,2,0,2
Alameda,3/12/2021,118,27,145,2499,30,0,100
Tulare,3/12/2021,37,6,43,672,8,1,32
San Luis Obispo,3/12/2021,9,2,11,460,0,0,15
Merced,3/12/2021,20,0,20,271,7,0,2
Nevada,3/12/2021,5,0,5,129,2,0,0
San Francisco,3/12/2021,41,3,44,2143,18,0,82
Monterey,3/12/2021,39,0,39,720,6,0,25
Lassen,3/12/2021,0,0,0,25,0,0,0
Santa Clara,3/12/2021,132,17,149,3019,48,6,59
Placer,3/12/2021,31,9,40,783,9,0,24
Fresno,3/12/2021,143,20,163,1528,37,1,17
Sonoma,3/12/2021,22,0,22,652,11,0,16
San Diego,3/12/2021,290,30,320,6468,95,4,277
Amador,3/12/2021,1,0,1,52,1,0,4
San Benito,3/12/2021,1,0,1,25,0,0,0
Mono,3/12/2021,0,0,0,17,0,0,1
Santa Cruz,3/12/2021,5,1,6,372,2,0,5
Ventura,3/12/2021,85,4,89,1163,21,0,48
Shasta,3/12/2021,9,0,9,567,2,0,21
El Dorado,3/12/2021,3,1,4,190,0,1,4
Plumas,3/12/2021,0,0,0,35,0,0,0
Yolo,3/12/2021,4,0,4,131,3,0,2
Modoc,3/12/2021,0,0,0,12,0,0,0
Humboldt,3/12/2021,4,3,7,273,2,0,4
Sutter,3/12/2021,0,0,0,14,0,0,0
Butte,3/12/2021,17,0,17,451,2,0,16
Yuba,3/12/2021,10,1,11,261,2,0,4
Colusa,3/12/2021,1,2,3,48,0,0,5
Riverside,3/12/2021,204,23,227,3230,51,4,93
San Bernardino,3/12/2021,200,21,221,3552,50,4,126
Mariposa,3/12/2021,0,0,0,14,0,0,0
Marin,3/12/2021,17,3,20,327,7,0,8
Sacramento,3/12/2021,116,17,133,2620,29,3,77
Inyo,3/12/2021,2,0,2,29,0,0,2
Solano,3/12/2021,25,9,34,529,4,1,21
Mendocino,3/12/2021,3,0,3,105,0,0,6
San Mateo,3/12/2021,35,6,41,727,14,2,25
Tuolumne,3/12/2021,2,0,2,84,0,0,2
Glenn,3/12/2021,0,0,0,47,0,0,0
Imperial,3/12/2021,14,0,14,234,8,0,3
Orange,3/12/2021,237,30,267,5835,71,2,236
Lake,3/12/2021,1,0,1,63,1,0,1
Los Angeles,3/12/2021,951,155,1106,19274,281,21,572
Contra Costa,3/12/2021,49,11,60,1290,16,1,32
Kern,3/12/2021,95,4,99,1122,32,0,29
Del Norte,3/12/2021,0,0,0,52,0,0,2
Trinity,3/12/2021,0,0,0,25,0,0,0
Tehama,3/12/2021,6,0,6,59,1,0,4
Kings,3/12/2021,17,0,17,111,4,0,2
Madera,3/12/2021,6,6,12,278,2,0,13
Stanislaus,3/12/2021,126,15,141,1306,27,3,26
Calaveras,3/12/2021,0,0,0,33,0,0,7
Siskiyou,3/12/2021,2,0,2,56,1,0,6
San Joaquin,3/12/2021,73,13,86,892,20,3,4
San Bernardino,3/13/2021,194,20,214,3546,48,2,143
Mendocino,3/13/2021,3,0,3,110,0,0,6
San Joaquin,3/13/2021,69,11,80,880,18,3,11
Monterey,3/13/2021,37,0,37,720,6,0,24
Mariposa,3/13/2021,0,0,0,14,0,0,0
Imperial,3/13/2021,13,0,13,234,6,0,3
Tehama,3/13/2021,5,0,5,59,1,0,4
Fresno,3/13/2021,128,20,148,1498,36,2,17
Modoc,3/13/2021,0,0,0,12,0,0,0
Sonoma,3/13/2021,23,1,24,649,10,0,17
Humboldt,3/13/2021,4,6,10,268,2,1,6
Santa Clara,3/13/2021,131,12,143,3019,45,4,70
Santa Cruz,3/13/2021,9,0,9,372,3,0,7
Napa,3/13/2021,5,0,5,210,1,0,4
Alameda,3/13/2021,117,34,151,2517,34,4,99
Santa Barbara,3/13/2021,37,1,38,603,12,0,38
Butte,3/13/2021,13,1,14,451,2,0,11
San Diego,3/13/2021,279,24,303,6470,92,5,297
Merced,3/13/2021,20,0,20,271,7,0,3
San Benito,3/13/2021,1,0,1,25,0,0,2
Yuba,3/13/2021,9,1,10,261,1,0,6
Tuolumne,3/13/2021,3,0,3,84,0,0,2
Contra Costa,3/13/2021,48,16,64,1297,13,3,35
Sutter,3/13/2021,0,0,0,14,0,0,0
Madera,3/13/2021,9,14,23,278,3,2,5
Amador,3/13/2021,1,0,1,52,1,0,4
Stanislaus,3/13/2021,118,14,132,1307,30,1,25
Marin,3/13/2021,18,5,23,321,7,1,8
Kings,3/13/2021,15,0,15,109,5,0,4
San Francisco,3/13/2021,46,8,54,2142,18,0,70
Los Angeles,3/13/2021,893,156,1049,19192,251,22,590
Orange,3/13/2021,241,26,267,5863,76,3,260
Ventura,3/13/2021,77,6,83,1161,21,0,43
Kern,3/13/2021,92,5,97,1098,32,0,34
Solano,3/13/2021,25,7,32,567,4,1,21
Shasta,3/13/2021,10,0,10,567,2,0,22
Del Norte,3/13/2021,0,0,0,52,0,0,2
Inyo,3/13/2021,3,0,3,29,0,0,1
Plumas,3/13/2021,0,0,0,35,0,0,0
El Dorado,3/13/2021,1,0,1,190,0,0,7
Glenn,3/13/2021,0,0,0,47,0,0,0
Colusa,3/13/2021,1,1,2,48,0,0,5
Nevada,3/13/2021,6,0,6,132,2,0,0
Lassen,3/13/2021,0,0,0,25,0,0,0
Mono,3/13/2021,0,0,0,17,0,0,2
Calaveras,3/13/2021,1,0,1,33,0,0,7
Lake,3/13/2021,2,0,2,63,1,0,3
Sacramento,3/13/2021,119,14,133,2601,24,3,80
Tulare,3/13/2021,34,4,38,653,8,1,26
Placer,3/13/2021,39,6,45,784,11,0,24
Riverside,3/13/2021,182,23,205,3219,43,3,88
San Mateo,3/13/2021,35,7,42,715,16,2,19
Trinity,3/13/2021,0,0,0,25,0,0,0
Yolo,3/13/2021,4,0,4,132,3,0,3
Siskiyou,3/13/2021,1,0,1,56,1,0,6
San Luis Obispo,3/13/2021,9,2,11,460,0,0,23
Lassen,3/14/2021,0,0,0,25,0,0,0
Madera,3/14/2021,12,7,19,278,3,0,12
Santa Barbara,3/14/2021,39,3,42,603,13,1,39
San Diego,3/14/2021,284,23,307,6451,91,8,283
Amador,3/14/2021,1,0,1,52,1,0,0
Del Norte,3/14/2021,0,0,0,52,0,0,0
Sutter,3/14/2021,0,0,0,14,0,0,0
Fresno,3/14/2021,131,22,153,1492,37,2,23
San Bernardino,3/14/2021,191,29,220,3514,43,5,150
Marin,3/14/2021,16,5,21,321,7,1,7
Imperial,3/14/2021,14,0,14,234,6,0,3
Siskiyou,3/14/2021,1,0,1,56,1,0,6
Kings,3/14/2021,14,0,14,109,4,0,4
Orange,3/14/2021,233,24,257,5757,72,4,249
Calaveras,3/14/2021,1,0,1,33,0,0,7
Ventura,3/14/2021,76,6,82,1128,19,0,44
San Joaquin,3/14/2021,61,11,72,879,18,3,12
Inyo,3/14/2021,3,0,3,29,0,0,1
Mono,3/14/2021,0,0,0,17,0,0,2
Trinity,3/14/2021,0,0,0,25,0,0,0
Los Angeles,3/14/2021,865,145,1010,19097,241,24,641
San Francisco,3/14/2021,45,9,54,2138,16,1,84
Alameda,3/14/2021,114,32,146,2517,33,3,108
El Dorado,3/14/2021,2,0,2,190,0,0,6
Tuolumne,3/14/2021,1,0,1,84,0,0,0
Napa,3/14/2021,3,0,3,206,1,0,3
Solano,3/14/2021,29,7,36,566,4,1,24
San Mateo,3/14/2021,34,8,42,717,13,1,24
Stanislaus,3/14/2021,122,15,137,1307,31,2,28
Tehama,3/14/2021,5,0,5,59,1,0,3
Sacramento,3/14/2021,121,16,137,2593,24,3,101
Merced,3/14/2021,21,0,21,271,8,0,8
Lake,3/14/2021,2,0,2,64,1,0,2
Contra Costa,3/14/2021,51,15,66,1297,16,4,37
Mendocino,3/14/2021,2,0,2,105,0,0,3
San Benito,3/14/2021,1,0,1,25,0,0,2
Humboldt,3/14/2021,4,6,10,267,2,2,8
Monterey,3/14/2021,39,0,39,720,6,0,19
Yolo,3/14/2021,4,0,4,115,2,0,2
Kern,3/14/2021,95,5,100,1103,26,0,45
Tulare,3/14/2021,35,3,38,652,5,1,25
Modoc,3/14/2021,0,0,0,12,0,0,0
San Luis Obispo,3/14/2021,8,0,8,460,0,0,26
Nevada,3/14/2021,5,0,5,125,1,0,2
Plumas,3/14/2021,0,0,0,35,0,0,0
Placer,3/14/2021,37,6,43,784,11,0,22
Butte,3/14/2021,12,1,13,451,1,0,15
Glenn,3/14/2021,0,0,0,47,0,0,0
Shasta,3/14/2021,9,0,9,567,2,0,15
Santa Clara,3/14/2021,138,16,154,3009,44,5,61
Santa Cruz,3/14/2021,9,0,9,372,2,0,9
Yuba,3/14/2021,10,1,11,261,2,0,5
Riverside,3/14/2021,195,21,216,3173,45,6,103
Sonoma,3/14/2021,23,1,24,639,9,0,17
Colusa,3/14/2021,1,1,2,48,0,0,5
Mariposa,3/14/2021,0,0,0,14,0,0,0
Sonoma,3/15/2021,26,1,27,669,8,0,17
Colusa,3/15/2021,1,1,2,48,0,0,5
Los Angeles,3/15/2021,857,137,994,19133,236,28,622
San Joaquin,3/15/2021,64,10,74,889,19,4,9
Napa,3/15/2021,2,0,2,219,1,0,4
San Luis Obispo,3/15/2021,7,0,7,460,0,0,26
Yolo,3/15/2021,2,0,2,135,1,0,4
Sutter,3/15/2021,0,0,0,14,0,0,0
Placer,3/15/2021,40,6,46,784,9,0,27
Monterey,3/15/2021,36,0,36,720,7,0,25
Contra Costa,3/15/2021,44,17,61,1267,16,4,42
Ventura,3/15/2021,73,9,82,1139,22,1,44
Shasta,3/15/2021,8,1,9,567,2,0,16
San Mateo,3/15/2021,26,6,32,686,11,1,21
Merced,3/15/2021,19,0,19,271,6,0,11
Lassen,3/15/2021,0,0,0,25,0,0,0
Calaveras,3/15/2021,1,0,1,33,0,0,5
Lake,3/15/2021,2,0,2,63,0,0,0
Tehama,3/15/2021,5,0,5,59,0,0,1
Sacramento,3/15/2021,119,14,133,2576,19,4,105
Butte,3/15/2021,12,1,13,451,1,0,10
Fresno,3/15/2021,125,19,144,1477,31,1,15
Mendocino,3/15/2021,2,0,2,106,1,0,2
Imperial,3/15/2021,14,0,14,234,7,0,4
Mariposa,3/15/2021,0,0,0,14,0,0,0
San Bernardino,3/15/2021,185,17,202,3530,46,1,156
Inyo,3/15/2021,2,0,2,29,0,0,2
Kings,3/15/2021,15,0,15,125,2,0,0
Tuolumne,3/15/2021,1,0,1,84,0,0,4
Santa Clara,3/15/2021,144,14,158,2965,44,1,66
Kern,3/15/2021,98,10,108,1116,27,0,52
Yuba,3/15/2021,9,0,9,261,1,0,6
Plumas,3/15/2021,0,0,0,35,0,0,0
Solano,3/15/2021,29,7,36,562,4,1,18
Trinity,3/15/2021,0,0,0,25,0,0,0
El Dorado,3/15/2021,1,0,1,190,0,0,4
Modoc,3/15/2021,0,0,0,12,0,0,0
Humboldt,3/15/2021,5,2,7,272,1,1,9
Orange,3/15/2021,216,24,240,5709,62,5,262
San Diego,3/15/2021,286,20,306,6461,88,9,286
Riverside,3/15/2021,188,23,211,3136,42,5,98
Marin,3/15/2021,15,3,18,319,7,0,9
San Benito,3/15/2021,0,0,0,25,0,0,0
Santa Cruz,3/15/2021,7,1,8,373,2,0,9
Stanislaus,3/15/2021,125,13,138,1309,29,1,20
Nevada,3/15/2021,5,0,5,133,1,0,2
Santa Barbara,3/15/2021,40,1,41,603,15,0,38
San Francisco,3/15/2021,45,3,48,2115,16,0,93
Amador,3/15/2021,1,0,1,52,1,0,0
Tulare,3/15/2021,37,7,44,647,7,0,26
Del Norte,3/15/2021,0,0,0,52,0,0,2
Alameda,3/15/2021,108,27,135,2501,31,3,105
Mono,3/15/2021,0,0,0,17,0,0,2
Glenn,3/15/2021,0,0,0,47,0,0,0
Siskiyou,3/15/2021,2,0,2,56,1,0,3
Madera,3/15/2021,9,4,13,278,3,0,13
Sacramento,3/16/2021,112,18,130,2597,19,5,103
Lassen,3/16/2021,0,0,0,25,0,0,0
Humboldt,3/16/2021,5,2,7,272,3,0,9
Yolo,3/16/2021,2,0,2,125,1,0,4
